Customer ID,Gender,Age,Product Category,Quantity,Price per Unit
CUST079,Male,34,Beauty,1,300
CUST080,Female,64,Clothing,2,30
CUST081,Male,40,Electronics,1,50
CUST082,Female,32,Beauty,4,50
CUST083,Male,54,Electronics,2,50
CUST084,Female,38,Electronics,3,30
CUST085,Male,31,Clothing,3,50
CUST086,Male,19,Beauty,3,30
CUST087,Female,28,Beauty,2,50
CUST088,Male,56,Clothing,1,500
CUST089,Female,55,Electronics,4,500
CUST090,Female,51,Electronics,1,30
CUST091,Female,55,Electronics,1,500
CUST092,Female,51,Electronics,4,30
CUST093,Female,35,Beauty,4,500
CUST094,Female,47,Beauty,2,500
CUST095,Female,32,Clothing,2,30
CUST096,Female,44,Clothing,2,300
CUST097,Female,51,Beauty,2,500
CUST098,Female,55,Beauty,2,50
CUST099,Female,50,Electronics,4,300
CUST100,Male,41,Electronics,1,30
CUST101,Male,32,Clothing,2,300
CUST102,Female,47,Beauty,2,25
CUST103,Female,59,Clothing,1,25
CUST104,Female,34,Beauty,2,500
CUST105,Female,22,Electronics,1,500
CUST106,Female,46,Clothing,1,50
CUST107,Female,21,Clothing,4,300
CUST108,Female,27,Beauty,3,25
CUST109,Female,34,Electronics,4,500
CUST110,Male,27,Clothing,3,300
CUST111,Female,34,Electronics,3,500
CUST112,Male,37,Clothing,3,500
CUST113,Female,41,Electronics,2,25
CUST114,Female,22,Beauty,4,25
CUST115,Male,51,Clothing,3,500
CUST116,Female,23,Clothing,1,30
CUST117,Male,19,Electronics,2,500
CUST118,Female,30,Electronics,4,500
CUST119,Female,60,Clothing,3,50
CUST120,Male,60,Beauty,1,50
CUST121,Female,28,Electronics,4,50
CUST122,Male,64,Electronics,4,30
CUST123,Female,40,Electronics,2,30
CUST124,Male,33,Clothing,4,500
CUST125,Male,48,Clothing,2,50
CUST126,Female,28,Clothing,3,30
CUST127,Female,33,Clothing,2,25
CUST128,Male,25,Beauty,1,500
CUST129,Female,21,Beauty,2,300
CUST130,Female,57,Clothing,1,500
CUST131,Female,21,Beauty,2,300
CUST132,Male,42,Electronics,4,50
CUST133,Male,20,Electronics,3,300
CUST134,Male,49,Electronics,1,50
CUST135,Male,20,Clothing,2,25
CUST136,Male,44,Electronics,2,300
CUST137,Male,46,Beauty,2,500
CUST138,Male,49,Clothing,4,50
CUST139,Male,36,Beauty,4,500
CUST140,Male,38,Electronics,1,30
CUST141,Female,22,Electronics,1,50
CUST142,Male,35,Electronics,4,300
CUST143,Female,45,Clothing,1,50
CUST144,Female,59,Beauty,3,500
CUST145,Female,39,Clothing,3,25
CUST146,Male,38,Clothing,4,50
CUST147,Male,23,Electronics,1,300
CUST148,Male,18,Clothing,2,30
CUST149,Male,22,Clothing,3,25
CUST150,Female,58,Electronics,4,30
CUST151,Male,29,Clothing,1,50
CUST152,Male,43,Electronics,4,500
CUST153,Male,63,Electronics,2,500
CUST154,Male,51,Electronics,3,300
CUST155,Male,31,Electronics,4,500
CUST156,Female,43,Clothing,4,25
CUST157,Male,62,Electronics,4,500
CUST158,Female,44,Electronics,2,300
CUST159,Male,26,Clothing,4,50
CUST160,Female,43,Clothing,2,50
CUST161,Male,64,Beauty,2,500
CUST162,Male,39,Clothing,2,30
CUST163,Female,64,Clothing,3,50
CUST164,Female,47,Beauty,3,500
CUST165,Female,60,Clothing,4,300
CUST166,Male,34,Clothing,4,500
CUST167,Female,43,Clothing,3,50
CUST168,Male,53,Clothing,1,300
CUST169,Male,18,Beauty,3,500
CUST170,Female,25,Clothing,2,25
CUST171,Female,52,Clothing,3,300
CUST172,Male,32,Beauty,2,25
CUST173,Male,64,Electronics,4,30
CUST174,Female,39,Beauty,1,300
CUST175,Female,31,Electronics,4,25
CUST176,Female,43,Beauty,2,50
CUST177,Male,45,Beauty,2,50
CUST178,Male,40,Clothing,2,30
CUST179,Male,31,Electronics,1,300
CUST180,Male,41,Clothing,3,300
CUST181,Male,19,Electronics,4,300
CUST182,Male,62,Beauty,4,30
CUST183,Female,43,Beauty,3,300
CUST184,Male,31,Electronics,4,50
CUST185,Male,24,Clothing,1,25
CUST186,Male,20,Clothing,4,50
CUST187,Female,64,Clothing,2,50
CUST188,Male,40,Clothing,3,25
CUST189,Male,63,Beauty,1,50
CUST190,Female,60,Beauty,3,30
CUST191,Male,64,Beauty,1,25
CUST192,Male,62,Beauty,2,50
CUST193,Male,35,Beauty,3,500
CUST194,Male,55,Clothing,4,50
CUST195,Male,52,Clothing,1,30
CUST196,Female,32,Clothing,3,300
CUST197,Female,42,Clothing,4,50
CUST198,Female,54,Beauty,3,300
CUST199,Male,45,Beauty,3,500
CUST200,Male,27,Beauty,3,50
CUST201,Male,56,Electronics,1,25
CUST202,Female,34,Clothing,4,300
CUST203,Male,56,Clothing,2,500
CUST204,Male,39,Beauty,1,25
CUST205,Female,43,Clothing,1,25
CUST206,Male,61,Clothing,1,25
CUST207,Female,42,Beauty,2,25
CUST208,Female,34,Electronics,4,50
CUST209,Female,30,Electronics,4,50
CUST210,Male,37,Electronics,4,50
CUST211,Male,42,Beauty,3,500
CUST212,Male,21,Clothing,3,500
CUST213,Male,27,Beauty,3,500
CUST214,Male,20,Beauty,2,30
CUST215,Male,58,Clothing,3,500
CUST216,Male,62,Electronics,2,50
CUST217,Female,35,Electronics,4,50
CUST218,Male,64,Beauty,3,30
CUST219,Female,53,Electronics,3,30
CUST220,Male,64,Beauty,1,500
CUST221,Male,39,Beauty,2,300
CUST222,Male,51,Clothing,4,30
CUST223,Female,64,Clothing,1,25
CUST224,Female,25,Clothing,1,50
CUST225,Female,57,Beauty,4,25
CUST226,Female,61,Clothing,1,50
CUST227,Male,36,Electronics,2,50
CUST228,Female,59,Electronics,2,30
CUST229,Male,58,Beauty,3,30
CUST230,Male,54,Beauty,1,25
CUST231,Female,23,Clothing,3,50
CUST232,Female,43,Beauty,1,25
CUST233,Female,51,Beauty,2,300
CUST234,Female,62,Electronics,2,25
CUST235,Female,23,Electronics,2,500
CUST236,Female,54,Clothing,1,25
CUST237,Female,50,Beauty,2,500
CUST238,Female,39,Beauty,1,500
CUST239,Male,38,Electronics,3,500
CUST240,Female,23,Beauty,1,300
CUST241,Female,23,Electronics,3,25
CUST242,Male,21,Clothing,1,25
CUST243,Female,47,Electronics,3,300
CUST244,Male,28,Beauty,2,50
CUST245,Male,47,Clothing,3,30
CUST246,Female,48,Electronics,2,25
CUST247,Male,41,Electronics,2,30
CUST248,Male,26,Clothing,3,300
CUST249,Male,20,Clothing,1,50
CUST250,Male,48,Electronics,1,50
CUST251,Female,57,Beauty,4,50
CUST252,Male,54,Electronics,1,300
CUST253,Female,53,Clothing,4,500
CUST254,Male,41,Electronics,1,500
CUST255,Male,48,Clothing,1,30
CUST256,Male,23,Clothing,2,500
CUST257,Male,19,Beauty,4,500
CUST258,Female,37,Clothing,1,50
CUST259,Female,45,Clothing,4,50
CUST260,Male,28,Beauty,2,30
CUST261,Male,21,Clothing,2,25
CUST262,Female,32,Beauty,4,30
CUST263,Male,23,Beauty,2,30
CUST264,Male,47,Clothing,3,300
CUST265,Male,55,Clothing,3,300
CUST266,Female,19,Electronics,2,30
CUST267,Female,32,Beauty,3,30
CUST268,Female,28,Electronics,1,30
CUST269,Male,25,Clothing,4,500
CUST270,Male,43,Electronics,1,300
CUST271,Female,62,Beauty,4,30
CUST272,Female,61,Electronics,2,50
CUST273,Female,22,Beauty,1,50
CUST274,Female,23,Clothing,2,500
CUST275,Male,43,Clothing,2,500
CUST276,Female,21,Beauty,4,25
CUST277,Male,36,Clothing,4,25
CUST278,Female,37,Clothing,4,25
CUST279,Male,50,Clothing,1,500
CUST280,Female,37,Clothing,3,500
CUST281,Female,29,Beauty,4,500
CUST282,Female,64,Electronics,4,50
CUST283,Female,18,Electronics,1,500
CUST284,Male,43,Clothing,4,50
CUST285,Female,31,Electronics,1,25
CUST286,Male,55,Electronics,2,25
CUST287,Male,54,Clothing,4,25
CUST288,Male,28,Clothing,4,30
CUST289,Male,53,Electronics,2,30
CUST290,Female,30,Beauty,2,300
CUST291,Male,60,Clothing,2,300
CUST292,Male,20,Beauty,4,300
CUST293,Male,50,Electronics,3,30
CUST294,Female,23,Clothing,3,30
CUST295,Female,27,Beauty,3,300
CUST296,Female,22,Clothing,4,300
CUST297,Female,40,Electronics,2,500
CUST298,Male,27,Beauty,4,300
CUST299,Male,61,Electronics,2,500
CUST300,Female,19,Electronics,4,50
CUST301,Male,30,Clothing,4,30
CUST302,Male,57,Beauty,2,300
CUST303,Male,19,Electronics,3,30
CUST304,Female,37,Electronics,2,30
CUST305,Female,18,Beauty,1,30
CUST306,Male,54,Electronics,1,50
CUST307,Female,26,Electronics,2,25
CUST308,Female,34,Beauty,4,300
CUST309,Female,26,Beauty,1,25
CUST310,Female,28,Beauty,1,25
CUST311,Female,32,Beauty,4,25
CUST312,Male,41,Clothing,4,30
CUST313,Female,55,Beauty,3,500
CUST314,Male,52,Clothing,4,30
CUST315,Male,47,Clothing,2,30
CUST316,Female,48,Clothing,2,25
CUST317,Male,22,Electronics,3,30
CUST318,Male,61,Clothing,1,25
CUST319,Male,31,Clothing,1,500
CUST320,Female,28,Electronics,4,300
CUST321,Female,26,Electronics,2,25
CUST322,Male,51,Electronics,1,500
CUST323,Female,29,Beauty,3,300
CUST324,Female,52,Electronics,3,50
CUST325,Female,52,Electronics,2,25
CUST326,Female,18,Clothing,3,25
CUST327,Male,57,Electronics,3,50
CUST328,Male,39,Beauty,2,50
CUST329,Female,46,Electronics,4,25
CUST330,Female,25,Beauty,4,50
CUST331,Male,28,Electronics,3,30
CUST332,Male,58,Electronics,4,300
CUST333,Female,54,Electronics,4,300
CUST334,Male,31,Electronics,3,300
CUST335,Female,47,Beauty,4,30
CUST336,Female,52,Beauty,3,50
CUST337,Male,38,Clothing,1,500
CUST338,Male,54,Beauty,2,50
CUST339,Female,22,Electronics,2,25
CUST340,Female,36,Clothing,4,300
CUST341,Male,31,Clothing,4,50
CUST342,Female,43,Clothing,4,500
CUST343,Male,21,Electronics,2,25
CUST344,Female,42,Beauty,1,30
CUST345,Male,62,Electronics,1,30
CUST346,Male,59,Clothing,2,500
CUST347,Male,42,Electronics,1,25
CUST348,Female,35,Electronics,2,300
CUST349,Female,57,Beauty,1,50
CUST350,Male,25,Beauty,3,25
CUST351,Female,56,Clothing,3,30
CUST352,Male,57,Electronics,2,500
CUST353,Male,31,Electronics,1,500
CUST354,Female,49,Beauty,4,50
CUST355,Female,55,Electronics,1,500
CUST356,Male,50,Electronics,3,500
CUST357,Female,40,Electronics,3,25
CUST358,Female,32,Beauty,1,300
CUST359,Male,50,Clothing,1,50
CUST360,Male,42,Clothing,4,25
CUST361,Female,34,Electronics,4,300
CUST362,Male,50,Clothing,1,25
CUST363,Male,64,Beauty,1,25
CUST364,Female,19,Beauty,1,500
CUST365,Male,31,Clothing,1,300
CUST366,Male,57,Clothing,2,50
CUST367,Female,57,Electronics,1,50
CUST368,Female,56,Clothing,4,300
CUST369,Male,23,Electronics,3,500
CUST370,Male,23,Electronics,2,30
CUST371,Female,20,Beauty,1,25
CUST372,Female,24,Beauty,3,500
CUST373,Female,25,Beauty,2,300
CUST374,Female,59,Beauty,3,25
CUST375,Male,32,Clothing,1,50
CUST376,Female,64,Beauty,1,30
CUST377,Female,46,Clothing,4,50
CUST378,Male,50,Beauty,1,300
CUST379,Female,47,Clothing,1,25
CUST380,Male,56,Electronics,2,300
CUST381,Female,44,Clothing,4,25
CUST382,Female,53,Clothing,2,500
CUST383,Female,46,Beauty,3,30
CUST384,Male,55,Clothing,1,500
CUST385,Male,50,Electronics,3,500
CUST386,Female,54,Electronics,2,300
CUST387,Male,44,Beauty,1,30
CUST388,Male,50,Electronics,1,25
CUST389,Male,21,Clothing,2,25
CUST390,Male,39,Electronics,2,50
CUST391,Male,19,Beauty,2,25
CUST392,Male,27,Clothing,2,300
CUST393,Female,22,Beauty,2,500
CUST394,Female,27,Clothing,1,500
CUST395,Male,50,Electronics,2,500
CUST396,Female,55,Beauty,1,30
CUST397,Female,30,Beauty,1,25
CUST398,Female,48,Clothing,2,300
CUST399,Female,64,Beauty,2,30
CUST400,Male,53,Clothing,4,50
CUST401,Female,62,Clothing,1,300
CUST402,Female,41,Clothing,2,300
CUST403,Male,32,Clothing,2,300
CUST404,Male,46,Electronics,2,500
CUST405,Female,25,Clothing,4,300
CUST406,Female,22,Beauty,4,25
CUST407,Female,46,Electronics,3,300
CUST408,Female,64,Beauty,1,500
CUST409,Female,21,Electronics,3,300
CUST410,Female,29,Clothing,2,50
CUST411,Male,62,Electronics,4,50
CUST412,Female,19,Electronics,4,500
CUST413,Female,44,Beauty,3,25
CUST414,Male,48,Beauty,4,25
CUST415,Male,53,Clothing,2,30
CUST416,Male,53,Electronics,4,500
CUST417,Male,43,Electronics,3,300
CUST418,Female,60,Electronics,2,500
CUST419,Female,44,Clothing,3,30
CUST420,Female,22,Clothing,4,500
CUST421,Female,37,Clothing,3,500
CUST422,Female,28,Clothing,3,30
CUST423,Female,27,Clothing,1,25
CUST424,Male,57,Beauty,4,300
CUST425,Female,55,Electronics,4,30
CUST426,Male,23,Electronics,3,50
CUST427,Male,25,Electronics,1,25
CUST428,Female,40,Electronics,4,50
CUST429,Male,64,Electronics,2,25
CUST430,Female,43,Electronics,3,300
CUST431,Male,63,Electronics,4,300
CUST432,Female,60,Electronics,2,500
CUST433,Male,29,Beauty,4,50
CUST434,Female,43,Electronics,2,25
CUST435,Female,30,Beauty,3,300
CUST436,Female,57,Clothing,4,30
CUST437,Female,35,Electronics,4,300
CUST438,Female,42,Clothing,1,30
CUST439,Male,50,Clothing,3,25
CUST440,Male,64,Clothing,2,300
CUST441,Male,57,Beauty,4,300
CUST442,Female,60,Clothing,4,25
CUST443,Male,29,Clothing,2,300
CUST444,Female,61,Clothing,3,30
CUST445,Female,53,Electronics,1,300
CUST446,Male,21,Electronics,1,50
CUST447,Male,22,Beauty,4,500
CUST448,Female,54,Beauty,2,30
CUST449,Male,25,Electronics,4,50
CUST450,Female,59,Beauty,2,25
CUST451,Female,45,Electronics,1,30
CUST452,Female,48,Clothing,3,500
CUST453,Female,26,Clothing,2,500
CUST454,Female,46,Beauty,1,25
CUST455,Male,31,Electronics,4,25
CUST456,Male,57,Electronics,2,30
CUST457,Female,58,Beauty,3,300
CUST458,Female,39,Electronics,4,25
CUST459,Male,28,Clothing,4,300
CUST460,Male,40,Beauty,1,50
CUST461,Female,18,Beauty,2,500
CUST462,Male,63,Electronics,4,300
CUST463,Female,54,Beauty,3,500
CUST464,Male,38,Electronics,2,300
CUST465,Female,43,Electronics,3,50
CUST466,Male,63,Electronics,4,25
CUST467,Female,53,Electronics,3,50
CUST468,Male,40,Electronics,1,25
CUST469,Male,18,Beauty,3,25
CUST470,Female,57,Clothing,2,500
CUST471,Male,32,Clothing,3,50
CUST472,Female,38,Beauty,3,300
CUST473,Male,64,Beauty,1,50
CUST474,Female,26,Clothing,3,500
CUST475,Male,26,Clothing,3,25
CUST476,Female,27,Clothing,4,500
CUST477,Male,43,Clothing,4,30
CUST478,Female,58,Clothing,2,30
CUST479,Male,52,Electronics,4,300
CUST480,Female,42,Beauty,4,500
CUST481,Female,43,Electronics,4,300
CUST482,Female,28,Clothing,4,300
CUST483,Male,55,Clothing,1,30
CUST484,Female,19,Clothing,4,300
CUST485,Male,24,Electronics,1,30
CUST486,Female,35,Electronics,1,25
CUST487,Male,44,Clothing,4,500
CUST488,Female,51,Electronics,3,300
CUST489,Male,44,Electronics,1,30
CUST490,Male,34,Clothing,3,50
CUST491,Female,60,Electronics,3,300
CUST492,Male,61,Beauty,4,25
CUST493,Male,41,Beauty,2,25
CUST494,Female,42,Beauty,4,50
CUST495,Male,24,Beauty,2,30
CUST496,Male,23,Clothing,2,300
CUST497,Male,41,Clothing,4,30
CUST498,Female,50,Clothing,4,25
CUST499,Male,46,Beauty,2,30
CUST500,Female,60,Beauty,4,25
CUST501,Male,39,Electronics,2,30
CUST502,Male,43,Electronics,3,50
CUST503,Male,45,Beauty,4,500
CUST504,Female,38,Beauty,3,50
CUST505,Male,24,Beauty,1,50
CUST506,Male,34,Beauty,3,500
CUST507,Female,37,Electronics,3,500
CUST508,Male,58,Beauty,2,300
CUST509,Female,37,Electronics,3,300
CUST510,Female,39,Beauty,4,50
CUST511,Male,45,Beauty,2,50
CUST512,Female,57,Beauty,1,25
CUST513,Male,24,Electronics,4,25
CUST514,Female,18,Electronics,1,300
CUST515,Female,49,Clothing,3,300
CUST516,Male,30,Beauty,4,25
CUST517,Female,47,Clothing,4,25
CUST518,Female,40,Clothing,1,30
CUST519,Female,36,Electronics,4,30
CUST520,Female,49,Electronics,4,25
CUST521,Female,47,Clothing,4,30
CUST522,Male,46,Beauty,3,500
CUST523,Female,62,Electronics,1,300
CUST524,Male,46,Beauty,4,300
CUST525,Female,47,Beauty,2,25
CUST526,Male,33,Clothing,2,50
CUST527,Male,57,Clothing,2,25
CUST528,Female,36,Clothing,2,30
CUST529,Female,35,Clothing,3,50
CUST530,Female,18,Electronics,4,30
CUST531,Male,31,Electronics,1,500
CUST532,Female,64,Clothing,4,30
CUST533,Male,19,Electronics,3,500
CUST534,Male,45,Clothing,2,500
CUST535,Male,47,Beauty,3,30
CUST536,Female,55,Beauty,4,30
CUST537,Female,21,Beauty,1,500
CUST538,Male,18,Clothing,3,50
CUST539,Male,25,Beauty,1,500
CUST540,Female,46,Electronics,3,300
CUST541,Male,56,Beauty,1,500
CUST542,Female,20,Beauty,1,50
CUST543,Male,49,Beauty,2,300
CUST544,Female,27,Electronics,1,25
CUST545,Male,27,Clothing,2,25
CUST546,Female,36,Electronics,4,50
CUST547,Male,63,Clothing,4,500
CUST548,Female,51,Clothing,2,30
CUST549,Female,50,Beauty,2,50
CUST550,Male,40,Clothing,3,300
CUST551,Male,45,Electronics,3,300
CUST552,Female,49,Electronics,3,25
CUST553,Male,24,Clothing,4,300
CUST554,Female,46,Beauty,3,50
CUST555,Male,25,Beauty,1,300
CUST556,Female,18,Electronics,1,50
CUST557,Female,20,Beauty,3,30
CUST558,Female,41,Clothing,1,25
CUST559,Female,40,Clothing,4,300
CUST560,Female,25,Electronics,1,50
CUST561,Female,64,Clothing,4,500
CUST562,Male,54,Electronics,2,25
CUST563,Male,20,Clothing,2,30
CUST564,Male,50,Electronics,2,50
CUST565,Female,45,Beauty,2,30
CUST566,Female,64,Clothing,1,30
CUST567,Female,25,Clothing,3,300
CUST568,Female,51,Electronics,1,300
CUST569,Male,52,Electronics,4,50
CUST570,Male,49,Clothing,1,500
CUST571,Female,41,Electronics,1,50
CUST572,Male,31,Clothing,4,500
CUST573,Male,49,Beauty,2,30
CUST574,Female,63,Electronics,2,25
CUST575,Male,60,Clothing,2,50
CUST576,Female,33,Beauty,3,50
CUST577,Male,21,Beauty,4,500
CUST578,Female,54,Clothing,4,30
CUST579,Female,38,Electronics,1,30
CUST580,Female,31,Clothing,3,500
CUST581,Female,48,Beauty,2,30
CUST582,Male,35,Clothing,3,300
CUST583,Female,24,Electronics,4,25
CUST584,Female,27,Beauty,4,50
CUST585,Female,24,Clothing,1,25
CUST586,Male,50,Electronics,1,50
CUST587,Female,40,Beauty,4,300
CUST588,Male,38,Electronics,2,30
CUST589,Female,36,Beauty,2,500
CUST590,Male,36,Clothing,3,300
CUST591,Male,53,Electronics,4,25
CUST592,Female,46,Beauty,4,500
CUST593,Male,35,Electronics,2,30
CUST594,Female,19,Electronics,2,300
CUST595,Female,18,Clothing,4,500
CUST596,Female,64,Electronics,1,300
CUST597,Male,22,Beauty,4,300
CUST598,Male,37,Beauty,4,30
CUST599,Female,28,Beauty,2,50
CUST600,Female,59,Beauty,2,500
CUST601,Male,19,Clothing,1,30
CUST602,Female,20,Electronics,1,300
CUST603,Female,40,Clothing,3,30
CUST604,Female,29,Electronics,4,50
CUST605,Male,37,Electronics,2,500
CUST606,Male,22,Electronics,1,50
CUST607,Male,54,Clothing,3,25
CUST608,Female,55,Electronics,3,500
CUST609,Female,47,Clothing,2,50
CUST610,Female,26,Beauty,2,300
CUST611,Male,51,Beauty,3,500
CUST612,Female,61,Electronics,1,500
CUST613,Female,52,Clothing,3,30
CUST614,Female,39,Beauty,4,300
CUST615,Female,61,Clothing,4,25
CUST616,Male,41,Clothing,2,50
CUST617,Male,34,Electronics,1,30
CUST618,Female,27,Beauty,1,50
CUST619,Male,47,Electronics,4,25
CUST620,Male,63,Electronics,3,25
CUST621,Female,40,Beauty,2,500
CUST622,Female,49,Beauty,3,25
CUST623,Male,34,Clothing,3,50
CUST624,Female,34,Beauty,3,300
CUST625,Male,31,Clothing,1,300
CUST626,Female,26,Clothing,4,500
CUST627,Male,57,Clothing,1,50
CUST628,Female,19,Beauty,4,50
CUST629,Male,62,Electronics,2,25
CUST630,Male,42,Clothing,2,50
CUST631,Male,56,Electronics,3,30
CUST632,Female,26,Electronics,4,25
CUST633,Male,39,Beauty,4,30
CUST634,Male,60,Electronics,4,500
CUST635,Female,63,Electronics,3,300
CUST636,Female,21,Beauty,3,500
CUST637,Male,43,Clothing,2,300
CUST638,Male,46,Electronics,1,500
CUST639,Female,62,Beauty,4,50
CUST640,Female,51,Electronics,4,30
CUST641,Female,40,Electronics,1,300
CUST642,Female,54,Clothing,4,25
CUST643,Female,28,Electronics,3,30
CUST644,Male,23,Beauty,3,25
CUST645,Female,35,Electronics,4,30
CUST646,Male,38,Clothing,3,30
CUST647,Male,59,Clothing,3,500
CUST648,Male,53,Beauty,4,300
CUST649,Female,58,Clothing,2,300
CUST650,Male,55,Electronics,1,30
CUST651,Male,51,Clothing,3,50
CUST652,Female,34,Beauty,2,50
CUST653,Male,54,Clothing,3,25
CUST654,Male,42,Clothing,3,25
CUST655,Female,55,Clothing,1,500
CUST656,Male,29,Beauty,3,30
CUST657,Male,40,Clothing,1,25
CUST658,Male,59,Clothing,1,25
CUST659,Female,39,Electronics,1,30
CUST660,Female,38,Beauty,2,500
CUST661,Female,44,Clothing,4,25
CUST662,Male,48,Beauty,2,500
CUST663,Male,23,Clothing,4,300
CUST664,Female,44,Clothing,4,500
CUST665,Male,57,Clothing,1,50
CUST666,Male,51,Electronics,3,50
CUST667,Female,29,Electronics,1,500
CUST668,Female,62,Electronics,3,50
CUST669,Male,24,Beauty,4,300
CUST670,Male,27,Beauty,1,30
CUST671,Male,62,Electronics,3,50
CUST672,Female,34,Beauty,2,50
CUST673,Female,43,Clothing,3,500
CUST674,Female,38,Clothing,1,300
CUST675,Female,45,Clothing,2,30
CUST676,Male,63,Electronics,3,500
CUST677,Female,19,Beauty,3,500
CUST678,Female,60,Electronics,3,300
CUST679,Female,18,Beauty,3,30
CUST680,Female,53,Clothing,3,300
CUST681,Female,43,Electronics,2,30
CUST682,Male,46,Beauty,4,300
CUST683,Male,38,Beauty,2,500
CUST684,Female,28,Clothing,2,500
CUST685,Male,57,Electronics,2,25
CUST686,Female,28,Electronics,4,50
CUST687,Female,53,Electronics,1,300
CUST688,Male,56,Clothing,4,25
CUST689,Male,57,Electronics,2,50
CUST690,Female,52,Clothing,3,300
CUST691,Female,51,Clothing,3,30
CUST692,Female,64,Clothing,2,50
CUST693,Male,41,Beauty,3,500
CUST694,Female,39,Electronics,2,25
CUST695,Female,22,Electronics,3,50
CUST696,Female,50,Clothing,4,50
CUST697,Male,53,Clothing,1,500
CUST698,Female,64,Electronics,1,300
CUST699,Female,37,Clothing,4,30
CUST700,Male,36,Electronics,4,500
CUST701,Female,52,Beauty,2,30
CUST702,Female,60,Clothing,2,300
CUST703,Male,34,Electronics,2,50
CUST704,Female,62,Clothing,3,30
CUST705,Male,60,Electronics,2,25
CUST706,Male,51,Electronics,4,25
CUST707,Female,26,Clothing,1,500
CUST708,Female,43,Beauty,3,300
CUST709,Female,19,Electronics,2,500
CUST710,Female,26,Electronics,3,500
CUST711,Male,26,Electronics,3,500
CUST712,Female,57,Beauty,2,25
CUST713,Male,34,Beauty,3,25
CUST714,Female,18,Clothing,1,500
CUST715,Female,42,Beauty,4,25
CUST716,Female,60,Clothing,4,300
CUST717,Male,57,Clothing,1,500
CUST718,Female,59,Beauty,3,25
CUST719,Female,42,Clothing,2,30
CUST720,Female,56,Beauty,3,500
CUST721,Female,52,Clothing,1,500
CUST722,Male,20,Beauty,3,300
CUST723,Female,54,Beauty,4,50
CUST724,Male,61,Clothing,3,50
CUST725,Male,61,Electronics,1,300
CUST726,Male,47,Clothing,4,300
CUST727,Male,55,Beauty,3,300
CUST728,Male,51,Electronics,3,50
CUST729,Male,29,Clothing,4,300
CUST730,Female,36,Clothing,2,25
CUST731,Male,54,Clothing,4,500
CUST732,Male,61,Electronics,2,500
CUST733,Male,34,Beauty,1,30
